company,datePublished,ratingValue,reviewBody
Wayfair Canada,2021-01-13T18:46:55+00:00,1,"If I could leave zero stars, I would and I would highly advise purchasing elsewhere based on my experience. I've made several purchases through Wayfair over the years and of course have had issues, but nothing like this. I am beyond upset and will not stop pursuing them until I receive my full refund and they remove their defective items from my home. I wanted to order the 5 piece Lydia Dining Set by Kelly Clarkson. 1. It was out of stock. 2. It was priced at $3,500+. However, they sell the exact same table and chairs in the set individually, which oddly cost less than the price of the set that is still out of stock. Obviously I chose to purchase the exact same items that are in the set separately because they were in stock... delayed, but still available. Nov 8, 2020 I added the exact same items that are in the set to my cart... 1 table and 2 sets of 2 chairs. The chairs arrived Nov 19, 2020. I took them out, assembled them and disposed of the packaging. I can't remember the exact date the table arrived, but it was late November. Again, assembled the large table and disposed of the packaging. Not long after I noticed there were white spots all over the table top. It looked like the wax or seal had been dripped all over and left marks. I tried to remove it and it came off, leaving shiny/greasy looking smudges where the wax was. Very unimpressed. Contacted Wayfair and after a few back and forth conversations, they said they were unable to replace just the table top and had to replace the entire table. Fine. They wanted to pick up the original table when they delivered the replacement table beginning of January. Several times I told Wayfair I was not comfortable returning the table without knowing the quality of the replacement. I was assured it wouldn't happen again. Of course being skeptical, I did not return the table when the replacement was delivered early January. So present day... I opened the second box (which is no easy task given the size/weight of the table) only to find it is worse than the first. Large scratches on both ends, paint stain drips all over the table, a large protruding blemish (literally if tables could have zits) right in the center of the table. Very upset, shoved the table back in the box and emailed Wayfair with photos... no response. I called them yesterday and was told by the 1st customer service person that they would fully refund the table AND chairs, BUT I had to pay for shipping on the chairs. I refused. I specifically bought the chairs that are designed for the table. The fact that they cannot provide a quality table that matches the chairs should not come at a cost to me. Transferred to her Supervisor and was told the table wasn't an issue to return/refund, however they actually CAN'T return/refund the chairs and had so many excuses as to why. Because there was no packaging (I offered to package them, not allowed.) Because they were assembed (I offered to unassemble, not allowed.) Because they were past the ""30 day return window"" (unfortunately I couldn't see into the future and foresee poor quality tables being delivered). Excuse after excuse. Transferred to the Customer Care Manager, who was nice enough as I had a meltdown but by the sounds of it, has zero authority other than to read from a script (like the other customer service reps) and offer a 25% refund. 
I have been charged $1400+ for chairs that I specifically bought to match a set... a set that Wayfair sells... a set that cost MORE than buying the pieces individually... a set that was and still is backordered... and simply being repeatedly told by all of the Wayfair reps that I should try and sell them locally or find a table locally that matches and there's nothing they can do because of this and because of that. They are trying to pigeon-hole me into the fact that because the items were added to the cart separately (note... they were added to the same order and are on the same invoice), they aren't considered a ""set."" Like give me a break.
If I could call Kelly Clarkson myself, I would. She's putting her name on a product that twice now, the quality is so poor and the wholesaler of her product has now ripped me off of over $1400. 
Of course there's more detail involved but believe it or not, this is the short version. I wish your experiences to be better but if you're reading this, I can only assume we're in the same boat... and I feel for you. I will continue posting my experience everywhere I can and sharing with every single person I know and maybe there's someone at Wayfair with a basic understanding of human principal... but we'll see."
Wayfair Canada,2021-01-12T04:55:09+00:00,2,"Better not...

I have bought a few items from Wayfair now...one being a media tv stand for my bedroom, and the other being a white office desk. 

The Media tv stand was such a cute piece that looks elegant and was very simple to put together (this is the only reason I'm giving Wayfair 2 stars).

The white desk I ordered on the other hand, not so much. It came approx 6 weeks late (which I understand with Covid delays) BUT when I finally received it, it was brought to my front door in a cardboard box that was completely broken, banged up and half opened with holes in it. You could genuinely see my desk peaking out before I even opened it. It looked like this box had been ran over by a truck. When I did open it, the desk had numerous marks on it, with the desk top being completely cracked and ruined on one side. The photos of this desk online were EXTREMELY misleading...the desk was much smaller then marketed online, and extremely poor quality, which was not at all what I had previously read on their website. They did issue me a complete refund which I was appreciative of, however I was unable to make a review online after the desk was refunded (I can imagine this was because I returned it and they are trying to minimize the amount of negative reviews on their product, which isn't right or accurate). 

The only saving grace was the lovely customer service representative who was very kind, helpful and a joy to speak to.

Overall, I was extremely disappointed by this experience and would say it's definitely better to not shop at Wayfair."
Wayfair Canada,2021-01-11T23:24:44+00:00,1,"I will no longer be ordering from Wayfair until they go back to providing a price adjustment. My latest order was the last straw. We’ve been looking at a coffee table for a couple months, with no changes to the price. We finally ordered it, and less than 24 hrs later it dropped $20 in price! There’s also no option to cancel the order, no matter how soon you try, I see this as a common complaint now. They tell you it’s “preparing for shipment” and it can’t be stopped, yet it’ll be days until it actually ships. This just forces you to follow through with the order, and if you want to return it, it’s at your expense, which would likely defeat any savings if you are to reorder at the lower price. I’ve tried to cancel 2 orders the following day and both cancellations were denied, there’s no reason with computer technology today the order couldn’t be stopped, it doesn’t seem to be a problem to cancel online orders elsewhere. Customer service reps may be friendly themselves, but have no solution, you just get the same spiel. Even Amazon will adjust item price drops if you contact customer service, they’ve done it for me. Good riddance Wayfair, you’re not worth the frustration, I won’t be back!"
Wayfair Canada,2021-01-08T15:47:16+00:00,2,"If your lucky you will receive your item in a reasonably delay, if not, good luck! They don’t sent you any email to tell you it’s late or to give you an approximative date for the delivery, they don’t answer your email... NEVER AGAIN. Really, try amazone first, even  if it’s more expensive at least you will receive your item"
Wayfair Canada,2021-01-07T16:40:39+00:00,1,My first time deal with the Wayfair.ca online company and already received the worse service. Order placed within 24 hours and then found the price dropped on its own website. The company telling me they do not offer price adjustment so is my bad. And welcoming me to return the item if wished but I have to pay for the return. What kind of company is this? Today online business should focus on service but this company is giving up the chance to hold a new customer but instead no respect for what you are feeling. It feels really BAD when someone making you feel foolish!  NO RECOMMEND TO  wayfair.ca  nor wayfair.com 1 STAR!
Wayfair Canada,2021-01-07T15:03:06+00:00,1,"After realizing that I had not included a promo code that had been emailed to me, I reached out to Wayfair support. This was only 12hrs after my order. I was told in no uncertain terms that their policy did not allow adding a promo code after the fact. Seriously?"
Wayfair Canada,2021-01-05T19:16:36+00:00,1,"I ordered a product realized 3 minutes later I had made a color mistake I canceled the order (an option offered by them) intending to reorder the proper color. They responded 2 days later telling me cancelation was impossible even though their website said no transaction had been completed yet (Then why offer the option?). All they have done is make sure I will never shop with them again and only offer poor comments to anyone I talk to.

I should have known better my daughter stopped ordering things from them due to repeated delivery of damaged goods."
Wayfair Canada,2020-12-31T17:46:33+00:00,1,"We are on our 4th reorder for the same item.

Ordered back in August and keeps getting lost in their Kentucky distribution center. We keep calling and they keep reordering.  Maybe 4th time around will be lucky.  Unfortunately we want the product we ordered so still hanging in there, however we will never place another order with this company.
It’s at a point now where it’s comical.  Not sure how they can stay in business losing all their orders.
Do yourself a favor and don’t order from this company unless you enjoy getting jacked around."
Wayfair Canada,2020-12-31T04:08:39+00:00,1,"Horrible company to purchase from first piece i ordered i never received,  after it didn't show, I contacted customer service, was told fed ex lost it, the tracking number said it was never shipped, refunded.  10 days later the original order now has shipped even though refunded, God knows what will happen. 2nd pc I ordered im still waiting for. I was informed I would receive it today, only to find out it shipped from Ontario. I tried to cancel after problem with first order, but they said it had been processed already, but I can send it back for refund. This is not likely to end well.

Wayfair is not a good option, stay away save yourself the nightmare."
Wayfair Canada,2020-12-31T01:22:11+00:00,1,"Scam company, don't even place an order or create an account

Had the same issues with other reviewers here. I was fooled by the professional looking pictures on their website so I placed an order then next day price went down and they don't match it. I cancelled but they said its already shipped. Later found out the product was damaged during shipment and they will send another one. ITS ALL LIES.

Don't believe the good reviews on their site, most of them are handpicked and fake. Trust me and save yourself a headache. Search wayfair reviews online and you decide."
Wayfair Canada,2020-12-30T18:59:04+00:00,1,Arrived with a big hole in the box so i had to order a replacement part which I have been waiting months for. I have contacted them several times and they just keep telling me to be patient.  I have two very large boxes in my living room and no where to put them and I can't assemble with a damaged piece.  I will NEVER order from this company again.
Wayfair Canada,2020-12-29T01:06:43+00:00,1,"I strongly consider canceling my membership with Wayfair. The main reason is that their prices are constantly, even when on sale,  higher than Amazon regular prices for the same product. The idea of increasing manufacture suggested price and then reducing it is a bad for business idea.  I don’t know what is the policy behind that, but definitely is not a good policy. I wish somebody in the management team will notice that."
Wayfair Canada,2020-12-28T19:32:50+00:00,1,"Cheap Cheap Cheap furniture.

These days, I saw many many Wayfair ads, so decided to give a try and bought a small table.

Man/woman.. this is one cheap furniture. I thought IKEA made cheap furnitures, but this is cheapness is in another level.. I would never ever consider to purchase anything from Wayfair from now on. In terms of price, I think they are not even that cheap compared to IKEA for since I paid $200 for a really small table that I cannot even use for an office setup (maybe it could be a good makeup table)"
Wayfair Canada,2020-12-24T17:13:46+00:00,1,"I ordered my dream bed, waited, when it arrived, I was missing both side slates, the tugged headboard part and the slates for the back did not line up to the head board. I was told TWICE a replacement bed was sent out since the 3rd package was not sent out. Then 5 days later I seen my order was canceled as I stated I did not want. Im now being told the supplier sold the remaining bed for $1600 and refunded my black Friday $550. Dont order from this place. Its a scam and you will regret it."
